,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age_x,BLK,BLK%,BPM,DBPM,DRB,DRB%,DRtg,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,GS_x,G_x,Ht,Lg_x,MP.1_x,MP_x,OBPM,ORB,ORB%,ORtg,OWS,PER,PF,PTS,Player,STL,STL%,Season_x,TOV,TOV%,TRB,TRB%,TS%_x,Tm_x,USG%,VORP,WS,WS/48,cfga,cfgm,dfga,dfgm,dist,eFG%,ftast,pass,player_year,rimd,sast,spd,tchs
729,3.3,0.567,5.7,2,0.395,5,0.466,1.9,8.3,28,0.3,0.7,2.9,0.5,4.5,13.8,104,2.8,5.2,0.487,10.7,2.1,0.702,3,0.277,69,70,6-8,NBA,2189,31.3,2.4,1.6,5.3,117,4.3,15.9,2.5,14.5,DeMarre Carroll,1.5,2.2,2014-15,1.2,9.3,6.1,9.7,0.603,ATL,16.9,2.7,7,0.154,4.31868131868,2.15384615385,3.18681318681,1.81318681319,2.02835164835,0.579,0.0659340659341,33.7362637363,DeMarre Carroll/2014-15,2.11538461538,0.67032967033,3.82032967033,46.4395604396
696,3.7,0.559,6.6,0,,0,0,1.7,7.4,23,2.5,5.9,3.7,4.8,8.6,27.7,99,3.8,3.7,0.559,6.6,3,0.569,5.3,0.799,60,61,7-1,NBA,1932,31.7,-1.1,3.9,12.6,112,2.6,17.5,3,10.4,Rudy Gobert,0.8,1.2,2015-16,2.1,19.2,12.4,20.2,0.582,UTA,14.2,2.8,6.4,0.16,4.31884057971,2.40579710145,7.02898550725,2.89855072464,1.93942028986,0.559,0.0724637681159,43.5507246377,Rudy Gobert/2015-16,3.33333333333,0.405797101449,3.6768115942,53.3043478261
566,4.2,0.51,8.3,0,0.167,0.1,0.012,2.4,10.5,25,2.1,4.5,2.5,2.4,6.3,20.8,108,1.5,4.3,0.506,8.4,3.1,0.783,4,0.477,49,73,6-11,NBA,2193,30,0.1,3.7,11.3,113,3.4,17.2,3.1,11.7,Gorgui Dieng,1.2,1.6,2014-15,2.1,16.9,10,15.9,0.573,MIN,15,2.5,4.9,0.108,4.32098765432,2.13580246914,9.08641975309,5.06172839506,1.72654320988,0.507,0.16049382716,25.4691358025,Gorgui Dieng/2014-15,5.69444444444,0.432098765432,3.42703703704,35.9382716049
623,4.7,0.613,7.6,0,,0,0,1.1,4.3,22,1.6,3.3,2.1,1.3,5.6,16.1,105,2.3,4.7,0.613,7.6,2,0.582,3.5,0.46,80,80,7-0,NBA,2014,25.2,0.8,3.9,12.5,123,4.2,15.5,4,11.4,Steven Adams,0.8,1,2015-16,1.5,14.1,9.5,14.4,0.621,OKC,12.6,2.1,6.5,0.155,4.32323232323,2.51515151515,5.86868686869,2.93939393939,1.80929292929,0.613,0.0505050505051,36.8080808081,Steven Adams/2015-16,3.09574468085,0.383838383838,4.14262626263,45.1212121212
574,4.4,0.47,9.4,0.7,0.263,2.6,0.214,4.5,18.4,28,0.5,1.2,-2.6,-0.1,4.6,14.2,111,1.2,5.1,0.426,12,1.8,0.825,2.2,0.187,12,65,6-7,NBA,1658,25.5,-2.5,0.8,2.4,100,0,11.4,2.6,12.7,Evan Turner,1.2,1.6,2016-17,2.2,14.3,5.4,8.3,0.491,POR,18.5,-0.3,1.2,0.035,4.36231884058,1.92753623188,1.76811594203,1.02898550725,1.73594202899,0.454,0.246376811594,31.3043478261,Evan Turner/2016-17,1.33962264151,0.492753623188,4.07231884058,43.1739130435
399,3.4,0.435,7.8,2.6,0.342,7.6,0.494,2.7,13.5,22,0.3,0.7,-4.1,-4.2,3.1,10.2,114,0,6,0.389,15.4,2.7,0.801,3.3,0.218,30,70,6-6,NBA,1681,24,0.1,0.3,0.8,101,0.8,12.1,2.5,17.2,Tim Hardaway,0.4,0.6,2014-15,1.8,9.5,3.3,5.4,0.512,NYK,23.8,-0.9,0.8,0.023,4.37037037037,1.65432098765,1.53086419753,0.740740740741,1.42197530864,0.474,0.135802469136,27.1358024691,Tim Hardaway/2014-15,1.15384615385,0.358024691358,3.56814814815,38.987654321
634,4.3,0.607,7.1,0,0,0,0.005,1.8,8.2,22,3.2,7,5.8,5.1,8.5,27.2,98,4.3,4.3,0.604,7.1,2.8,0.623,4.6,0.639,37,82,7-1,NBA,2158,26.3,0.7,4.4,14.3,122,5,21.6,2.9,11.4,Rudy Gobert,1.1,1.6,2014-15,1.9,16.9,12.9,20.7,0.627,UTA,14,4.3,9.3,0.206,4.37804878049,2.56097560976,8.32926829268,3.37804878049,1.82780487805,0.604,0.121951219512,41.4024390244,Rudy Gobert/2014-15,3.41975308642,0.390243902439,4.14682926829,50.756097561
559,3.4,0.518,6.5,2.6,0.363,7.2,0.524,1.6,7.1,25,0.6,1.4,-0.2,-0.6,3.5,10.9,109,2,6,0.437,13.7,1.2,0.831,1.4,0.103,24,78,6-7,NBA,1955,25.1,0.4,0.3,1,107,1.5,13.4,2.6,15.8,Terrence Ross,1.6,2.3,2016-17,1.3,8,3.8,5.9,0.55,TOT,19.3,0.9,3.5,0.086,4.37974683544,1.91139240506,1.77215189873,1.08860759494,1.71227848101,0.532,0.189873417722,15.8481012658,Terrence Ross/2016-17,1.38709677419,0.215189873418,4.11607594937,26.9113924051
616,4.7,0.495,9.4,1.3,0.417,3.1,0.245,5.4,24.5,29,0.2,0.4,-1.5,-2.3,2.3,7.2,114,0.8,5.9,0.476,12.5,2.6,0.86,3,0.239,64,68,6-0,NBA,2063,30.3,0.8,0.4,1.3,113,3.1,15.3,2.1,15.7,Darren Collison,1.2,1.6,2016-17,2,12.6,2.7,4.3,0.57,SAC,19.8,0.3,3.9,0.091,4.38961038961,2.01298701299,0.727272727273,0.441558441558,1.7974025974,0.527,0.285714285714,50.2987012987,Darren Collison/2016-17,0.918918918919,1.24675324675,3.54246753247,64.1948051948
342,6.6,0.463,14.2,0,0.667,0.1,0.004,3.9,18.9,31,1.4,3.6,1,1.7,6.1,20.2,106,1.9,6.6,0.464,14.2,4.1,0.829,4.9,0.347,52,52,7-1,NBA,1791,34.4,-0.7,1.2,3.5,105,1.8,17.7,2.8,17.3,Marc Gasol,1,1.4,2015-16,2.4,12.7,7.3,11.5,0.528,MEM,23.4,1.3,3.7,0.098,4.39024390244,2.0487804878,4.39024390244,2,1.33353658537,0.465,0.329268292683,30.9756097561,Marc Gasol/2015-16,3.21568627451,0.487804878049,2.32170731707,44.3048780488
333,5.6,0.482,11.6,0.9,0.314,3,0.203,5,23.8,22,0.3,0.7,-0.3,-1.7,3.3,10.5,112,0.4,6.5,0.448,14.5,3.2,0.829,3.9,0.265,38,59,6-5,NBA,1476,25,1.4,1.4,4,107,2,16.9,2.7,17.1,Jordan Clarkson,1.2,1.8,2014-15,2.3,12.6,4.7,7.1,0.528,LAL,23,0.6,2.4,0.078,4.40243902439,1.9756097561,1.4512195122,0.80487804878,1.31195121951,0.48,0.182926829268,27.8536585366,Jordan Clarkson/2014-15,1.53488372093,0.40243902439,3.15792682927,38.8170731707
859,3.7,0.515,7.2,3,0.437,6.8,0.488,2,9,30,0.1,0.3,0.7,-2.7,2.2,6.6,111,0.9,6.7,0.477,14,2.7,0.901,3,0.216,78,78,6-4,NBA,2409,30.9,3.4,0.3,1,118,5.8,16.2,2,19.1,JJ Redick,0.6,0.8,2014-15,1.4,8.5,2.5,3.9,0.622,LAC,21,1.6,6.7,0.134,4.40625,1.92708333333,1.84375,0.916666666667,2.30364583333,0.583,0.208333333333,22.59375,JJ Redick/2014-15,1.14285714286,0.6875,4.310625,37.40625
564,3.9,0.48,8,1.4,0.404,3.5,0.304,5.8,24.3,24,0.2,0.5,-0.5,-1.1,3,9.6,111,1.5,5.3,0.457,11.5,2,0.865,2.3,0.198,28,75,6-5,NBA,1982,26.4,0.6,0.9,2.8,111,2.6,14.9,2.5,13.9,Malcolm Brogdon,1.5,2.2,2016-17,2.1,14.1,3.9,6.3,0.555,MIL,18.5,0.8,4.1,0.1,4.40697674419,2.01162790698,2.22093023256,1.3023255814,1.72046511628,0.518,0.53488372093,40.6860465116,Malcolm Brogdon/2016-17,1.57746478873,0.918604651163,3.87441860465,52.7209302326
414,6.5,0.513,12.7,0,0.2,0.1,0.008,2.6,12,32,0.5,1,-0.6,1.3,5.5,17,102,2.5,6.5,0.511,12.8,2.6,0.604,4.3,0.336,58,67,6-11,NBA,1693,25.3,-1.9,1.8,5.7,100,0.5,14.3,3.8,15.7,Nene Hilario,1.4,2,2014-15,2.6,15.2,7.3,11.5,0.534,WAS,21.8,0.6,3,0.086,4.41379310345,2.41379310345,3.65517241379,1.91954022989,1.44344827586,0.512,0.241379310345,24.1494252874,Nene Hilario/2014-15,2.28767123288,0.48275862069,3.43091954023,35.7471264368
522,3.2,0.436,7.4,1.5,0.337,4.5,0.38,6.5,28.2,27,0.1,0.1,-2.5,-2.7,2.6,7.9,110,0.9,4.7,0.399,11.9,3.3,0.868,3.8,0.317,14,82,6-0,NBA,1964,24,0.2,0.4,1.1,107,2.5,13.9,1.7,14.2,DJ Augustin,0.9,1.3,2014-15,2.7,16.4,3,4.4,0.527,TOT,19.8,-0.3,3.4,0.083,4.42682926829,1.65853658537,0.841463414634,0.585365853659,1.65207317073,0.463,0.341463414634,41.1829268293,DJ Augustin/2014-15,1.04347826087,1.18292682927,4.14536585366,55.1219512195
331,5.9,0.558,10.6,0,,0,0,2.7,11.8,30,1.3,2.7,3.3,2.4,5.6,17.4,101,1.7,5.9,0.558,10.6,3.1,0.75,4.2,0.396,35,52,6-11,NBA,1030,19.8,0.8,3.2,10.2,117,2.3,18.9,3.6,15,Tiago Splitter,1.2,1.7,2014-15,2.1,14.4,8.8,13.9,0.601,SAS,18.4,1.4,4,0.189,4.44444444444,2.30158730159,4.4126984127,2.22222222222,1.30571428571,0.558,0.0952380952381,23.7142857143,Tiago Splitter/2014-15,2.37288135593,0.396825396825,4.03015873016,31.9206349206
675,2.6,0.468,5.5,3.8,0.372,10.2,0.651,2.9,12.3,28,0.6,1.4,-1.4,-2.4,2.7,8.1,113,1.4,6.4,0.406,15.7,2.3,0.84,2.7,0.172,15,75,6-4,NBA,2323,31,1,0.4,1.4,109,2.5,13.1,2.3,18.9,Eric Gordon,0.7,1,2016-17,1.9,10,3.1,4.7,0.557,HOU,22.1,0.4,3.8,0.079,4.44565217391,1.94565217391,1.48913043478,0.923913043478,1.9025,0.527,0.152173913043,21.2934782609,Eric Gordon/2016-17,1.328125,0.347826086957,3.65445652174,37.597826087
286,5.6,0.477,11.7,0,0,0.1,0.004,1.5,6.5,26,0.9,1.9,-2.7,0.4,7.7,24,106,1.4,5.6,0.475,11.7,3,0.577,5.1,0.438,8,73,6-9,NBA,1411,19.3,-3.1,3.8,11.1,100,0.5,14.3,3.5,14.1,JJ Hickson,0.9,1.3,2014-15,2.4,14.9,11.5,17.3,0.504,DEN,19.7,-0.3,1.8,0.062,4.45679012346,1.97530864198,3.92592592593,2.04938271605,1.20296296296,0.475,0.0740740740741,17.8024691358,JJ Hickson/2014-15,2.27397260274,0.172839506173,3.74283950617,26.2962962963
791,3.7,0.529,7,1.9,0.336,5.7,0.446,2.1,8.9,25,0.5,1.2,2.8,1.3,4.7,14.2,102,3.5,5.6,0.443,12.7,3.1,0.82,3.7,0.294,73,73,6-6,NBA,2308,31.6,1.5,1.1,3.2,113,3.8,15.8,3.1,16.2,Jae Crowder,2,2.7,2015-16,1.3,8.3,5.8,8.6,0.565,BOS,18.5,2.8,7.3,0.152,4.4625,2.075,2.4875,1.5625,2.127125,0.518,0.2375,33.725,Jae Crowder/2015-16,1.83823529412,0.5125,4.02125,48.0125
636,2.8,0.452,6.2,2.5,0.372,6.7,0.518,1.5,6.5,23,0.4,1,-1.6,-1.8,3.3,10.7,110,1,5.3,0.41,13,0.8,0.786,1,0.074,61,82,6-7,NBA,2092,25.5,0.2,0.6,1.8,103,1.3,11.2,2.3,13.9,Terrence Ross,0.9,1.3,2014-15,1.2,8.1,3.9,6.2,0.519,TOR,18.3,0.2,2.4,0.054,4.47674418605,1.8488372093,1.60465116279,0.779069767442,1.83162790698,0.507,0.127906976744,15.011627907,Terrence Ross/2014-15,1.046875,0.186046511628,4.30802325581,25.8837209302
428,6.1,0.458,13.2,0.5,0.282,1.9,0.128,3.5,15.5,23,0.9,1.9,1.1,2.3,9,27,100,3.6,6.6,0.435,15.2,1.9,0.64,3,0.2,73,81,6-9,NBA,1915,23.6,-1.2,3.6,10.6,103,1.3,16.7,3.9,15.7,Jared Sullinger,1.4,1.9,2015-16,1.9,10.4,12.7,18.7,0.476,BOS,21.8,1.5,4.8,0.121,4.48275862069,2.01149425287,5.14942528736,2.79310344828,1.45862068966,0.453,0.172413793103,31.6666666667,Jared Sullinger/2015-16,2.96341463415,0.597701149425,3.80965517241,44.5977011494
722,3.2,0.462,6.9,3.3,0.429,7.7,0.526,1.8,7.8,32,0.2,0.5,0,-2,2.6,7.9,112,1.5,6.5,0.445,14.6,2.9,0.891,3.3,0.227,78,78,6-4,NBA,2198,28.2,2,0.2,0.6,113,3.3,14.8,2,19.2,JJ Redick,0.9,1.3,2016-17,1.6,9.1,2.8,4.3,0.599,LAC,21.9,1.1,4.8,0.105,4.48275862069,1.73563218391,1.24137931034,0.781609195402,2.01264367816,0.558,0.195402298851,20.7471264368,JJ Redick/2016-17,1.07936507937,0.413793103448,4.29551724138,34.5402298851
783,4,0.604,6.7,0,0,0,0.007,1.2,4.6,25,1.3,2.9,1.5,1.5,6.6,19.6,109,2.3,4,0.6,6.7,1.6,0.498,3.3,0.487,78,78,6-9,NBA,2336,29.9,0,4.4,14,128,5,15.3,2.7,9.7,Tristan Thompson,0.6,0.8,2016-17,1,10.8,11,16.9,0.594,CLE,11.3,2.1,7.3,0.15,4.49473684211,2.54736842105,7.07368421053,3.64210526316,2.11115789474,0.6,0.168421052632,30.8,Tristan Thompson/2016-17,3.72043010753,0.473684210526,4.23915789474,39.2315789474
793,3.3,0.523,6.3,1.6,0.337,4.8,0.43,4.2,16.1,24,1.4,2.9,5,4,7.7,22.4,97,5.2,4.9,0.443,11.1,1.9,0.66,2.9,0.261,79,79,6-7,NBA,2490,31.5,1,1.6,5.1,110,3.3,16.4,3.7,13.3,Draymond Green,1.8,2.4,2014-15,1.9,13.5,9.4,14,0.54,GSW,17.2,4.4,8.5,0.163,4.49504950495,2.21782178218,6.55445544554,3.0396039604,2.13811881188,0.516,0.425742574257,53.8613861386,Draymond Green/2014-15,3.07,0.970297029703,3.91554455446,68.1386138614
502,5.5,0.484,11.3,0.5,0.333,1.6,0.121,6.5,27.8,34,0,0.1,-3,-1.7,2.4,7.3,109,1.7,6,0.466,12.9,1.9,0.726,2.7,0.206,63,63,6-2,NBA,1587,25.2,-1.2,0.2,0.7,107,1.4,13,2.1,14.5,Tony Parker,0.7,1.1,2016-17,2,12.5,2.6,4,0.514,SAS,20.2,-0.4,3,0.091,4.5125,2.1375,0.8875,0.5125,1.60125,0.486,0.3,40.1375,Tony Parker/2016-17,1,0.8375,3.845375,51.875
434,4.8,0.466,10.2,2.3,0.366,6.4,0.385,1.3,6.1,27,0.4,1,-1.4,-2.9,4.8,15.2,112,0.8,7.1,0.427,16.7,3.6,0.873,4.1,0.245,7,66,6-10,NBA,2008,30.4,1.5,2.3,7,108,3.1,17.2,2,20.2,Ryan Anderson,0.7,0.9,2015-16,1.6,8,7.1,10.9,0.546,NOP,24.7,0.3,3.9,0.092,4.52747252747,1.89010989011,3.18681318681,1.79120879121,1.46989010989,0.498,0.032967032967,20.3186813187,Ryan Anderson/2015-16,2.62903225806,0.373626373626,2.90043956044,33.6373626374
435,6.1,0.491,12.4,0.1,0.3,0.3,0.024,1.7,7.9,25,1.2,2.7,-0.1,2.3,6.5,20.2,102,2.2,6.2,0.487,12.7,2,0.615,3.3,0.261,39,50,6-10,NBA,1186,23.7,-2.4,2.8,9.2,104,0.5,15.8,3.1,14.4,Derrick Favors,1.4,2,2016-17,1.8,11.4,9.3,14.9,0.512,UTA,20.7,0.6,2.7,0.109,4.54098360656,2.37704918033,4.34426229508,2.13114754098,1.47147540984,0.49,0.114754098361,28.606557377,Derrick Favors/2016-17,2.32142857143,0.459016393443,3.89262295082,38.5409836066
235,7.3,0.515,14.1,0,,0,0,1.7,7.8,32,1.4,2.8,-1.4,1.1,8.6,25.2,101,2.2,7.3,0.515,14.1,1.9,0.706,2.6,0.186,13,74,7-0,NBA,1398,18.9,-2.5,3.8,11.6,103,1.1,17.3,3.6,16.4,Chris Kaman,0.5,0.7,2014-15,2.8,15.4,12.5,18.5,0.537,POR,22.5,0.2,3.3,0.112,4.54117647059,2.30588235294,5.56470588235,2.92941176471,1.11188235294,0.515,0.0352941176471,18.6705882353,Chris Kaman/2014-15,3.32,0.247058823529,3.58376470588,28.0588235294
149,7.7,0.514,15,0,,0,0,1.8,9,21,1.6,3.4,-3.3,0.1,5,15.5,110,1.1,7.7,0.514,15,3.4,0.671,5,0.335,33,50,6-11,NBA,1134,22.7,-3.4,2.6,7.9,101,0.1,14.8,3.9,18.7,Jahlil Okafor,0.6,0.9,2016-17,2.9,14.4,7.6,11.7,0.546,PHI,24.1,-0.4,1.2,0.05,4.5487804878,2.37804878049,3.71951219512,1.89024390244,0.933536585366,0.514,0.0365853658537,17.1829268293,Jahlil Okafor/2016-17,3.22916666667,0.182926829268,2.47731707317,25.5
726,4.4,0.444,10,0.5,0.314,1.5,0.133,9.6,39.3,28,0.1,0.3,-0.5,1.1,5.4,16.4,105,2.3,4.9,0.426,11.5,0.6,0.397,1.4,0.121,68,68,6-1,NBA,2018,29.7,-1.6,1.3,3.9,95,-0.7,13.5,2.7,10.8,Rajon Rondo,1.6,2.3,2014-15,3.7,23.6,6.7,10.1,0.448,TOT,19.5,0.8,1.6,0.037,4.54929577465,1.98591549296,1.47887323944,0.859154929577,2.02295774648,0.447,0.760563380282,62.7887323944,Rajon Rondo/2014-15,1.10909090909,0.971830985915,4.13042253521,78.985915493
615,3.3,0.474,7,2.2,0.382,5.8,0.451,1.7,7.3,26,0.1,0.2,-3.4,-2.9,3.7,11.8,115,0,5.5,0.433,12.7,1.9,0.833,2.2,0.176,39,79,6-8,NBA,2115,26.8,-0.5,0.6,1.9,102,0.9,10.7,2,15.1,Bojan Bogdanovic,0.5,0.7,2015-16,2,12.5,4.3,6.8,0.55,BRK,19.4,-0.8,0.9,0.021,4.56097560976,2.01219512195,1.93902439024,1.26829268293,1.79585365854,0.519,0.134146341463,18.8780487805,Bojan Bogdanovic/2015-16,1.6,0.292682926829,4.03524390244,31.1585365854
445,6.8,0.462,14.7,0.1,0.273,0.2,0.014,2,9.5,27,1,2.3,-2.6,-0.6,7.3,23.4,109,1.1,6.9,0.459,14.9,2.4,0.738,3.2,0.216,57,70,6-10,NBA,1874,26.8,-2,3.3,9.9,101,1.1,16.2,3.2,16.2,Jordan Hill,0.7,0.9,2014-15,2,11.1,10.7,16.4,0.494,LAL,22.7,-0.3,2.2,0.055,4.57317073171,2.29268292683,6.40243902439,3.56097560976,1.50219512195,0.461,0.146341463415,27.5487804878,Jordan Hill/2014-15,4.23188405797,0.231707317073,3.36134146341,40.1585365854
693,2.9,0.467,6.3,1.1,0.294,3.8,0.374,4.7,21,28,0.2,0.4,-1,-0.4,2.8,9,107,2,4.1,0.403,10.1,3.1,0.774,4,0.401,37,80,6-2,NBA,2368,29.6,-0.6,0.4,1.2,100,0.8,11.7,3.8,12.4,Mario Chalmers,1.9,2.7,2014-15,2.6,18.2,3.1,5.2,0.521,MIA,18.9,0.6,2.8,0.056,4.58536585366,1.82926829268,1.48780487805,0.853658536585,1.93426829268,0.458,0.439024390244,47.1463414634,Mario Chalmers/2014-15,1.16666666667,0.658536585366,3.92914634146,61.3902439024
596,3.6,0.46,7.9,1.8,0.349,5.2,0.397,1.9,8.8,27,0.1,0.3,-0.9,-1.6,2.3,7.1,109,0.9,5.5,0.416,13.1,3.6,0.906,3.9,0.3,0,60,6-4,NBA,1462,24.4,0.7,0.3,0.9,110,2.2,14.1,1.9,16.3,Jodie Meeks,1.5,2.1,2014-15,1.4,8.6,2.6,3.9,0.548,DET,20.1,0.4,3.1,0.103,4.59016393443,1.7868852459,0.885245901639,0.55737704918,1.76885245902,0.485,0.131147540984,14.8196721311,Jodie Meeks/2014-15,0.971428571429,0.393442622951,4.39491803279,26.9344262295
624,5.5,0.467,11.9,0.5,0.267,1.9,0.14,7.7,32.5,28,0.6,1.4,-0.8,0.4,3.9,12.4,108,2.2,6.1,0.439,13.8,1.3,0.706,1.9,0.136,32,81,6-0,NBA,1955,24.1,-1.2,0.4,1.1,103,0.9,14.7,2.3,14,Ish Smith,1.1,1.6,2016-17,2.1,12.4,4.3,6.6,0.477,DET,20.5,0.6,3.1,0.076,4.59756097561,2.10975609756,1.87804878049,0.975609756098,1.81268292683,0.458,0.390243902439,48.9146341463,Ish Smith/2016-17,1.23076923077,0.80487804878,4.48841463415,63.0853658537
887,2.9,0.534,5.5,3.1,0.389,7.9,0.592,2.5,10.8,28,0.2,0.4,3.9,0.1,3.3,9.5,105,2.2,6,0.448,13.4,1.9,0.752,2.6,0.193,60,60,6-5,NBA,2024,33.7,3.8,0.7,2.1,114,4,16.1,2.3,17,Wesley Matthews,1.4,1.9,2014-15,1.4,9,3.9,5.9,0.586,POR,19.8,3,6.2,0.147,4.61666666667,2.16666666667,1.4,0.783333333333,2.37433333333,0.563,0.0833333333333,31.6,Wesley Matthews/2014-15,1.14634146341,0.45,4.2255,48.15
487,3.9,0.517,7.5,0,,0,0,1.3,5.4,28,1,2.1,-0.7,0.6,9.2,28.8,105,2.2,3.9,0.517,7.5,2.4,0.582,4.1,0.546,76,76,7-0,NBA,1982,26.1,-1.3,4.4,14,112,2.8,15.5,2.6,10.1,Omer Asik,0.5,0.8,2014-15,1.7,15.7,13.6,21.4,0.545,NOP,14,0.6,5,0.12,4.6265060241,2.31325301205,7.63855421687,3.93975903614,1.57614457831,0.517,0.0481927710843,28.9759036145,Omer Asik/2014-15,4.0875,0.265060240964,3.67626506024,37.5903614458
606,4.7,0.518,9.1,2.3,0.411,5.7,0.385,10.6,46.8,31,0.1,0.3,8.7,1,4.9,14.9,106,2.6,7,0.476,14.7,4.3,0.892,4.9,0.331,61,61,6-0,NBA,1921,31.5,7.8,0.8,2.5,126,8,26.2,2.7,20.7,Chris Paul,2.2,3.1,2016-17,2.8,14,5.7,8.8,0.614,LAC,24.4,5.2,10.6,0.264,4.62820512821,2.11538461538,1.5,0.923076923077,1.78487179487,0.555,0.935897435897,54.6923076923,Chris Paul/2016-17,1.26315789474,1.25641025641,3.34487179487,74.358974359
558,4.7,0.505,9.3,0.2,0.345,0.6,0.064,1.9,8.1,33,0.7,1.5,3.3,3.7,3.9,12.2,98,3.2,4.9,0.495,9.9,1.7,0.627,2.8,0.277,41,63,6-4,NBA,1648,26.2,-0.4,2.3,7.2,103,0.9,14.6,3.6,11.8,Tony Allen,2.8,4.1,2014-15,1.9,14.4,6.1,9.7,0.528,MEM,16.6,2.2,4.1,0.119,4.63291139241,2.18987341772,1.53164556962,0.772151898734,1.71088607595,0.505,0.215189873418,18.4936708861,Tony Allen/2014-15,1.0701754386,0.329113924051,3.88101265823,27.8607594937
412,6.4,0.474,13.5,0.1,0.25,0.4,0.031,2.3,11,34,0.4,0.8,-0.7,0.7,8.4,25.6,101,2.7,6.5,0.467,13.9,3.4,0.699,4.9,0.352,16,81,6-9,NBA,1659,20.5,-1.5,3,9.3,104,1.7,16.8,4.2,16.6,Luis Scola,1,1.5,2014-15,2,11.3,11.4,17.5,0.515,IND,22.8,0.5,4.4,0.126,4.63414634146,2.26829268293,2.69512195122,1.29268292683,1.44170731707,0.471,0.109756097561,32.012195122,Luis Scola/2014-15,1.47222222222,0.390243902439,4.23707317073,43.8292682927
397,4.2,0.465,9,2.1,0.357,5.9,0.395,4.2,19.4,27,0.4,0.9,-1.3,-1.3,3.3,10.5,105,1.9,6.3,0.422,14.9,2.4,0.827,2.9,0.198,15,71,6-5,NBA,1697,23.9,0,0.6,2,101,0.9,13.5,3.5,17.1,OJ Mayo,1.2,1.7,2014-15,2.7,14.4,4,6.3,0.529,MIL,23.6,0.3,2.8,0.079,4.63636363636,1.875,1.20454545455,0.636363636364,1.42102272727,0.493,0.375,18.1590909091,OJ Mayo/2014-15,0.965517241379,0.602272727273,3.56204545455,29.9431818182
678,2.7,0.427,6.2,1.3,0.253,5.2,0.456,4,15.8,21,0.4,0.8,0.7,1.3,3.9,11.6,103,2.4,4,0.348,11.4,2.8,0.777,3.6,0.314,10,61,6-4,NBA,1667,27.3,-0.6,1.6,4.8,101,0.5,11.3,4,12.1,Marcus Smart,2,2.7,2015-16,1.7,11.7,5.5,8.1,0.463,BOS,17.4,1.1,2.9,0.083,4.64179104478,1.59701492537,1.55223880597,0.820895522388,1.90820895522,0.405,0.328358208955,33.8059701493,Marcus Smart/2015-16,1.14583333333,0.671641791045,4.11910447761,46.9552238806
727,3.3,0.447,7.5,0,0,0,0.005,5.5,23,29,1.3,2.6,3.4,3.6,7.5,22.1,102,3.1,3.3,0.445,7.5,1.8,0.603,3.1,0.407,67,67,6-11,NBA,2049,30.6,-0.2,3.8,11.9,109,2.4,15.3,3.6,8.5,Joakim Noah,0.8,1.2,2014-15,2.2,19.6,11.3,17.1,0.482,CHI,13.7,2.8,5.6,0.13,4.64634146341,2.03658536585,6.13414634146,3.21951219512,2.02536585366,0.445,0.414634146341,56.487804878,Joakim Noah/2014-15,3.3417721519,0.707317073171,3.9512195122,67.7804878049
272,6,0.51,11.8,0.5,0.253,2.1,0.153,1.6,7.3,25,1.5,3.5,-1.4,1.3,6.8,20.2,105,1.9,6.5,0.47,13.9,2.9,0.606,4.8,0.346,12,54,6-9,NBA,1270,23.5,-2.7,1.8,5.4,103,0.4,16.1,1.9,16.6,Terrence Jones,1.1,1.5,2016-17,1.4,7.8,8.7,12.7,0.516,TOT,21.4,0.2,2.3,0.087,4.65714285714,2.28571428571,3.32857142857,1.81428571429,1.18771428571,0.49,0.0714285714286,19.7285714286,Terrence Jones/2016-17,2.70212765957,0.242857142857,3.02342857143,29.0285714286
685,4,0.572,7,1.1,0.351,3.1,0.311,1.4,6,23,1.1,2.5,0.8,0.8,3.5,10.8,110,1.9,5.1,0.503,10.1,1.2,0.621,2,0.199,69,77,6-9,NBA,2223,28.9,0,2,6.2,112,2.4,13.2,3.5,12.5,Maurice Harkless,1.4,1.9,2016-17,1.4,11.1,5.5,8.5,0.57,POR,15.1,1.5,4.2,0.092,4.67857142857,2.4880952381,2.5119047619,1.14285714286,1.92071428571,0.558,0.0714285714286,20.7738095238,Maurice Harkless/2016-17,1.41176470588,0.333333333333,4.08011904762,30.8928571429
704,2.6,0.42,6.3,1.4,0.283,5,0.443,5.5,22,22,0.5,1.2,-0.3,0.9,3.4,10.5,108,2.7,4,0.359,11.2,3,0.812,3.8,0.334,24,79,6-4,NBA,2399,30.4,-1.1,1.2,3.7,102,0.5,12,2.9,12.5,Marcus Smart,1.9,2.6,2016-17,2.4,15.6,4.6,7.1,0.486,BOS,18.8,1,3.2,0.064,4.6875,1.72916666667,2.0625,1.03125,1.96447916667,0.422,0.260416666667,43.6666666667,Marcus Smart/2016-17,1.19277108434,1.19791666667,3.90447916667,57.8125
